Congress,S.Amdt.No,Amends,Sponsor,Latest Action,url,Latest Action Date,Sponsor Party,Outcome,Action Type
117th Congress (2021-2022),S.Amdt.6581,S.3946,"Cornyn, John [Sen.-R-TX]",Amendment SA 6581 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6581?s=1&r=252,12/20/22,R,A,UC
117th Congress (2021-2022),S.Amdt.6582,S.4859,"Durbin, Richard J. [Sen.-D-IL]",Amendment SA 6582 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6582?s=1&r=253,12/20/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6546,S.3168,"Schatz, Brian [Sen.-D-HI]",Amendment SA 6546 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6546?s=1&r=254,12/19/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6544,S.1402,"Schatz, Brian [Sen.-D-HI]",Amendment SA 6544 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6544?s=1&r=255,12/19/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6545,S.989,"Schatz, Brian [Sen.-D-HI]",Amendment SA 6545 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6545?s=1&r=256,12/19/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6547,S.4104,"Schatz, Brian [Sen.-D-HI]",Amendment SA 6547 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6547?s=1&r=257,12/19/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6548,S.365,"Blackburn, Marsha [Sen.-R-TN]",Amendment SA 6548 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6548?s=1&r=258,12/19/22,R,A,UC
117th Congress (2021-2022),S.Amdt.6550,S.3388,"Tester, Jon [Sen.-D-MT]",Amendment SA 6550 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6550?s=1&r=259,12/19/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6549,S.4719,"Grassley, Chuck [Sen.-R-IA]",Amendment SA 6549 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6549?s=1&r=260,12/19/22,R,A,UC
117th Congress (2021-2022),S.Amdt.6551,S.4978,"Barrasso, John [Sen.-R-WY]",Amendment SA 6551 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6551?s=1&r=261,12/19/22,R,A,UC
117th Congress (2021-2022),S.Amdt.6543,S.688,"Scott, Rick [Sen.-R-FL]",Amendment SA 6543 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6543?s=1&r=262,12/15/22,R,A,UC
117th Congress (2021-2022),S.Amdt.6542,S.3957,"Barrasso, John [Sen.-R-WY]",Amendment SA 6542 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6542?s=1&r=263,12/15/22,R,A,UC
117th Congress (2021-2022),S.Amdt.6524,S.2135,"Hassan, Margaret Wood [Sen.-D-NH]",Amendment SA 6524 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6524?s=1&r=264,12/14/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6525,H.R.1917,"Peters, Gary C. [Sen.-D-MI]",Amendment SA 6525 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6525?s=1&r=265,12/14/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6523,S.3429,"Sullivan, Dan [Sen.-R-AK]",Amendment SA 6523 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6523?s=1&r=266,12/14/22,R,A,UC
117th Congress (2021-2022),S.Amdt.6519,S.4926,"Cornyn, John [Sen.-R-TX]",Amendment SA 6519 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6519?s=1&r=267,12/13/22,R,A,UC
117th Congress (2021-2022),S.Amdt.6509,S.2834,"Durbin, Richard J. [Sen.-D-IL]",Amendment SA 6509 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6509?s=1&r=268,12/08/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6510,H.R.7535,"Hassan, Margaret Wood [Sen.-D-NH]",Amendment SA 6510 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6510?s=1&r=269,12/08/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6511,S.4216,"Rubio, Marco [Sen.-R-FL]",Amendment SA 6511 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6511?s=1&r=270,12/08/22,R,A,UC
117th Congress (2021-2022),S.Amdt.6507,S.3316,"Grassley, Chuck [Sen.-R-IA]",Amendment SA 6507 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6507?s=1&r=271,12/07/22,R,A,UC
117th Congress (2021-2022),S.Amdt.6508,S.Res.754,"Shaheen, Jeanne [Sen.-D-NH]",Amendment SA 6508 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6508?s=1&r=272,12/07/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6505,H.R.7077,"Peters, Gary C. [Sen.-D-MI]",Amendment SA 6505 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6505?s=1&r=273,12/06/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6506,S.3198,"Smith, Tina [Sen.-D-MN]",Amendment SA 6506 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6506?s=1&r=274,12/06/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6504,H.R.1193,"McConnell, Mitch [Sen.-R-KY]",Amendment SA 6504 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6504?s=1&r=275,12/01/22,R,A,UC
117th Congress (2021-2022),S.Amdt.6487,H.R.8404,"Baldwin, Tammy [Sen.-D-WI]",Amendment SA 6487 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6487?s=1&r=276,11/29/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6502,H.R.5796,"Leahy, Patrick J. [Sen.-D-VT]",Amendment SA 6502 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6502?s=1&r=277,11/28/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6485,H.R.1437,"Wicker, Roger F. [Sen.-R-MS]",Amendment SA 6485 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6485?s=1&r=278,11/17/22,R,A,UC
117th Congress (2021-2022),S.Amdt.6484,S.Res.800,"Hyde-Smith, Cindy [Sen.-R-MS]",Amendment SA 6484 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6484?s=1&r=279,11/17/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5745,H.R.6833,"Schumer, Charles E. [Sen.-D-NY]",Amendment SA 5745 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5745?s=1&r=280,09/29/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6028,H.R.3462,"Cardin, Benjamin L. [Sen.-D-MD]",Amendment SA 6028 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6028?s=1&r=281,09/28/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6029,S.2521,"Cardin, Benjamin L. [Sen.-D-MD]",Amendment SA 6029 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6029?s=1&r=282,09/28/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6027,S.3906,"Cardin, Benjamin L. [Sen.-D-MD]",Amendment SA 6027 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6027?s=1&r=283,09/28/22,D,A,UC
117th Congress (2021-2022),S.Amdt.6026,S.3875,"Peters, Gary C. [Sen.-D-MI]",Amendment SA 6026 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/6026?s=1&r=284,09/28/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5934,S.3092,"Padilla, Alex [Sen.-D-CA]",Amendment SA 5934 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5934?s=1&r=285,09/28/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5518,N/A,"Sullivan, Dan [Sen.-R-AK]",Amendment SA 5518 agreed to in Senate by Yea-Nay Vote. 96 - 0. Record Vote Number: 342.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5518?s=1&r=286,09/21/22,R,A,RCV
117th Congress (2021-2022),S.Amdt.5505,S.1198,"Tester, Jon [Sen.-D-MT]","Amendment SA 5505, under the order of 9/15/22, agreed to in Senate by Unanimous Consent.  (All Actions)",congress.gov/amendment/117th-congress/senate-amendment/5505?s=1&r=287,09/19/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5488,S.Amdt.5194,"Warner, Mark R. [Sen.-D-VA]",Amendment SA 5488 agreed to in Senate by Yea-Nay Vote. 51 - 50. Record Vote Number: 324.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5488?s=1&r=288,08/07/22,D,A,RCV
117th Congress (2021-2022),S.Amdt.5472,S.Amdt.5194,"Thune, John [Sen.-R-SD]",Amendment SA 5472 agreed to in Senate by Yea-Nay Vote. 57 - 43. Record Vote Number: 323.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5472?s=1&r=288&s=1&r=289,08/07/22,R,A,RCV
117th Congress (2021-2022),S.Amdt.5194,H.R.5376,"Schumer, Charles E. [Sen.-D-NY]",Amendment SA 5194 as modified agreed to in Senate by Voice Vote.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5194?r=289&s=1&s=1&r=290,08/07/22,D,A,VV
117th Congress (2021-2022),S.Amdt.5434,S.Res.675,"Van Hollen, Chris [Sen.-D-MD]",Amendment SA 5434 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5434?r=289&s=1&r=291,08/06/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5192,N/A,"Sullivan, Dan [Sen.-R-AK]",Amendment SA 5192 agreed to in Senate by Voice Vote.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5192?r=289&s=1&r=292,08/03/22,R,A,VV
117th Congress (2021-2022),S.Amdt.5193,S.734,"Cornyn, John [Sen.-R-TX]",Senate vitiated previous adoption of amendment SA 5193.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5193?r=289&s=1&r=293,08/03/22,R,A,INPUT BY HAND
117th Congress (2021-2022),S.Amdt.5195,S.734,"Cornyn, John [Sen.-R-TX]",Amendment SA 5195 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5195?r=289&s=1&r=294,08/03/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5187,S.3905,"Peters, Gary C. [Sen.-D-MI]",Amendment SA 5187 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5187?r=289&s=1&r=295,08/01/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5189,S.4003,"Cornyn, John [Sen.-R-TX]",Amendment SA 5189 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5189?r=289&s=1&r=296,08/01/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5188,S.3860,"Cortez Masto, Catherine [Sen.-D-NV]",Amendment SA 5188 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5188?r=289&s=1&r=297,08/01/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5140,H.R.7776,"Carper, Thomas R. [Sen.-D-DE]",Amendment SA 5140 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5140?r=289&s=1&r=298,07/28/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5135,H.R.4346,"Schumer, Charles E. [Sen.-D-NY]",Amendment SA 5135 agreed to in Senate by Yea-Nay Vote. 64 - 33. Record Vote Number: 271.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5135?r=289&s=1&r=299,07/27/22,D,A,RCV
117th Congress (2021-2022),S.Amdt.5143,S.Res.694,"Johnson, Ron [Sen.-R-WI]",Amendment SA 5143 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5143?r=289&s=1&r=300,07/20/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5130,S.4261,"Lee, Mike [Sen.-R-UT]",Amendment SA 5130 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5130?r=289&s=1&r=301,06/23/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5133,S.2089,"Stabenow, Debbie [Sen.-D-MI]",Amendment SA 5133 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5133?r=289&s=1&r=302,06/23/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5134,S.2938,"Murphy, Christopher [Sen.-D-CT]",Amendment SA 5134 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5134?r=289&s=1&r=303,06/23/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5099,S.2938,"Murphy, Christopher [Sen.-D-CT]",Amendment SA 5099 agreed to in Senate by Yea-Nay Vote. 65 - 33. Record Vote Number: 242.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5099?r=289&s=1&r=304,06/23/22,D,A,RCV
117th Congress (2021-2022),S.Amdt.5119,S.671,"Hassan, Margaret Wood [Sen.-D-NH]",Amendment SA 5119 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5119?r=289&s=1&r=305,06/22/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5120,H.R.4346,"Hagerty, Bill [Sen.-R-TN]",Amendment SA 5120 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5120?r=289&s=1&r=306,06/22/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5098,S.3309,"Peters, Gary C. [Sen.-D-MI]",Amendment SA 5098 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5098?r=289&s=1&r=307,06/16/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5051,H.R.3967,"Tester, Jon [Sen.-D-MT]",Amendment SA 5051 agreed to in Senate by Yea-Nay Vote. 84 - 15. Record Vote Number: 226.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5051?r=289&s=1&r=308,06/15/22,D,A,RCV
117th Congress (2021-2022),S.Amdt.5097,S.1098,"Warner, Mark R. [Sen.-D-VA]",Amendment SA 5097 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5097?r=289&s=1&r=309,06/15/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5096,S.1787,"Lee, Mike [Sen.-R-UT]",Amendment SA 5096 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5096?r=289&s=1&r=310,06/14/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5045,S.Res.134,"Lee, Mike [Sen.-R-UT]",Amendment SA 5045 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5045?r=289&s=1&r=311,05/25/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5046,S.Res.134,"Lee, Mike [Sen.-R-UT]",Amendment SA 5046 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5046?r=289&s=1&r=312,05/25/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5047,S.Res.134,"Lee, Mike [Sen.-R-UT]",Amendment SA 5047 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5047?r=289&s=1&r=313,05/25/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5042,S.2490,"Cornyn, John [Sen.-R-TX]",Amendment SA 5042 agreed to in Senate by Unanimous Consent. (consideration: CR S2606; text: CR S2625) (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5042?r=289&s=1&r=314,05/19/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5034,S.1596,"Rounds, Mike [Sen.-R-SD]",Amendment SA 5034 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5034?r=289&s=1&r=315,05/16/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5031,S.Res.456,"Durbin, Richard J. [Sen.-D-IL]",Amendment SA 5031 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5031?r=289&s=1&r=316,05/11/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5032,S.Res.456,"Durbin, Richard J. [Sen.-D-IL]",Amendment SA 5032 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5032?r=289&s=1&r=317,05/11/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5029,S.Res.552,"Murphy, Christopher [Sen.-D-CT]",Amendment SA 5029 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5029?r=289&s=1&r=318,05/10/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5021,H.R.6968,"Crapo, Mike [Sen.-R-ID]",Amendment SA 5021 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5021?r=289&s=1&r=319,04/07/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5024,S.2687,"Tester, Jon [Sen.-D-MT]",Amendment SA 5024 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5024?r=289&s=1&r=320,04/07/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5025,S.3823,"Grassley, Chuck [Sen.-R-IA]",Amendment SA 5025 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5025?r=289&s=1&r=321,04/07/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5026,S.1875,"Rounds, Mike [Sen.-R-SD]",Amendment SA 5026 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5026?r=289&s=1&r=322,04/07/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5027,S.Res.533,"Kaine, Tim [Sen.-D-VA]",Amendment SA 5027 proposed by Senator Murphy for Senator Kaine. To amend the preamble. (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5027?r=289&s=1&r=323,04/07/22,D,A,INPUT BY HAND
117th Congress (2021-2022),S.Amdt.5020,H.R.7108,"Schumer, Charles E. [Sen.-D-NY]",Amendment SA 5020 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5020?r=289&s=1&r=324,04/07/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5022,S.3522,"Cornyn, John [Sen.-R-TX]",Amendment SA 5022 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5022?r=289&s=1&r=325,04/06/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5018,S.270,"Coons, Christopher A. [Sen.-D-DE]",Amendment SA 5018 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5018?r=289&s=1&r=326,04/06/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5019,S.2991,"Peters, Gary C. [Sen.-D-MI]",Amendment SA 5019 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5019?r=289&s=1&r=327,04/06/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5017,S.3580,"Cantwell, Maria [Sen.-D-WA]",Amendment SA 5017 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5017?r=289&s=1&r=328,03/31/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5002,H.R.4521,"Schumer, Charles E. [Sen.-D-NY]",Amendment SA 5002 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5002?r=289&s=1&r=329,03/28/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5014,S.2102,"Boozman, John [Sen.-R-AR]",Amendment SA 5014 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5014?r=289&s=1&r=330,03/24/22,R,A,UC
117th Congress (2021-2022),S.Amdt.5015,S.253,"Feinstein, Dianne [Sen.-D-CA]",Amendment SA 5015 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5015?r=289&s=1&r=331,03/24/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5001,S.120,"Schatz, Brian [Sen.-D-HI]",Amendment SA 5001 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5001?r=289&s=1&r=332,03/17/22,D,A,UC
117th Congress (2021-2022),S.Amdt.5000,S.623,"Rubio, Marco [Sen.-R-FL]",Amendment SA 5000 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/5000?r=289&s=1&r=333,03/15/22,R,A,UC
117th Congress (2021-2022),S.Amdt.4954,S.3600,"Wicker, Roger F. [Sen.-R-MS]",Amendment SA 4954 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4954?r=289&s=1&r=334,03/01/22,R,A,UC
117th Congress (2021-2022),S.Amdt.4953,S.3600,"Peters, Gary C. [Sen.-D-MI]",Amendment SA 4953 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4953?r=289&s=1&r=335,03/01/22,D,A,UC
117th Congress (2021-2022),S.Amdt.4931,S.3059,"Cornyn, John [Sen.-R-TX]",Amendment SA 4931 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4931?r=289&s=1&r=336,02/17/22,R,A,UC
117th Congress (2021-2022),S.Amdt.4926,H.R.2497,"Bennet, Michael F. [Sen.-D-CO]",Amendment SA 4926 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4926?r=289&s=1&r=337,02/14/22,D,A,UC
117th Congress (2021-2022),S.Amdt.4924,S.Res.467,"Blumenthal, Richard [Sen.-D-CT]",Amendment SA 4924 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4924?r=289&s=1&r=338,02/10/22,D,A,UC
117th Congress (2021-2022),S.Amdt.4925,S.Res.467,"Blumenthal, Richard [Sen.-D-CT]",Amendment SA 4925 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4925?r=289&s=1&r=339,02/10/22,D,A,UC
117th Congress (2021-2022),S.Amdt.4923,S.3527,"Tester, Jon [Sen.-D-MT]",Amendment SA 4923 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4923?r=289&s=1&r=340,02/03/22,D,A,UC
117th Congress (2021-2022),S.Amdt.4919,S.Res.35,"Cardin, Benjamin L. [Sen.-D-MD]",Amendment SA 4919 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4919?r=289&s=1&r=341,02/01/22,D,A,UC
117th Congress (2021-2022),S.Amdt.4918,S.Res.35,"Cardin, Benjamin L. [Sen.-D-MD]",Amendment SA 4918 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4918?r=289&s=1&r=342,02/01/22,D,A,UC
117th Congress (2021-2022),S.Amdt.4920,S.Res.35,"Cardin, Benjamin L. [Sen.-D-MD]",Amendment SA 4920 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4920?r=289&s=1&r=343,02/01/22,D,A,UC
117th Congress (2021-2022),S.Amdt.4921,S.Res.345,"Shaheen, Jeanne [Sen.-D-NH]",Amendment SA 4921 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4921?r=289&s=1&r=344,02/01/22,D,A,UC
117th Congress (2021-2022),S.Amdt.4922,S.Res.496,"Ossoff, Jon [Sen.-D-GA]",Amendment SA 4922 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4922?r=289&s=1&r=345,02/01/22,D,A,UC
117th Congress (2021-2022),S.Amdt.4902,H.R.2471,"Cardin, Benjamin L. [Sen.-D-MD]",Amendment SA 4902 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4902?r=289&s=1&r=346,01/13/22,D,A,UC
117th Congress (2021-2022),S.Amdt.4899,S.2201,"Peters, Gary C. [Sen.-D-MI]",Amendment SA 4899 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4899?r=289&s=1&r=347,01/11/22,D,A,UC
117th Congress (2021-2022),S.Amdt.4898,S.2520,"Peters, Gary C. [Sen.-D-MI]",Amendment SA 4898 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4898?r=289&s=1&r=348,01/11/22,D,A,UC
117th Congress (2021-2022),S.Amdt.4897,S.450,"Burr, Richard [Sen.-R-NC]",Amendment SA 4897 agreed to in Senate by Unanimous Consent.  (All Actions),congress.gov/amendment/117th-congress/senate-amendment/4897?r=289&s=1&r=349,01/10/22,R,A,UC
